URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://mohcc.gov.zw/fhir/lab/ValueSet/zw-lab-tests,0.1.0,active,,VSZWLabTests,ZW Laboratory Tests,"Value set of laboratory tests requestable in Zimbabwe (ZW.LAB.A.DE17).","StructureDefinition/zw-lab-diagnostic-report,StructureDefinition/zw-lab-order,StructureDefinition/zw-lab-service-request,StructureDefinition/zw-lab-result-observation","Internal"
http://mohcc.gov.zw/fhir/lab/ValueSet/zw-laboratories,0.1.0,active,,VSZWLaboratories,ZW National Laboratory List,"Value set of national laboratory identifiers in Zimbabwe.","StructureDefinition/zw-lab-order","Internal"
http://mohcc.gov.zw/fhir/lab/ValueSet/zw-reason-for-test,0.1.0,active,,VSZWReasonForTest,ZW Reason for Test,"Value set of reasons for laboratory test requests in Zimbabwe (ZW.LAB.A.DE30).","StructureDefinition/zw-lab-order,StructureDefinition/zw-lab-service-request","Internal"
http://mohcc.gov.zw/fhir/lab/ValueSet/zw-rejection-reasons,0.1.0,active,,VSZWRejectionReasons,ZW Specimen Rejection Reasons,"Value set of specimen rejection reasons (ZW.LAB.A.DE88).","StructureDefinition/zw-specimen,StructureDefinition/zw-lab-result-report","Internal"
http://mohcc.gov.zw/fhir/lab/ValueSet/zw-report-review-state,0.1.0,active,,VSZWReportReviewState,ZW Report Review State,"Value set of LIMS workflow states for a laboratory report (ZW.LAB.A.DE73).","StructureDefinition/zw-lab-result-report,StructureDefinition/report-review-state","Internal"
http://mohcc.gov.zw/fhir/lab/ValueSet/zw-sample-types,0.1.0,active,,VSZWSampleTypes,ZW Specimen Types,"Value set of specimen/sample types used in Zimbabwe (ZW.LAB.A.DE53).","StructureDefinition/zw-lab-order,StructureDefinition/zw-specimen","Internal"
http://terminology.hl7.org/ValueSet/v2-0116,2.9,active,,v2.0116,v2 BED STATUS,"FHIR Value set/code system definition for HL7 v2 table 0116 ( BED STATUS)","StructureDefinition/zw-facility","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0371,2.9,active,,v2.0371,v2 Additive,"FHIR Value set/code system definition for HL7 v2 table 0371 ( Additive)","StructureDefinition/zw-specimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0916,2.9,active,,v2.0916,v2 Relevant Clincial Information,"FHIR Value set/code system definition for HL7 v2 table 0916 ( Relevant Clincial Information)","StructureDefinition/zw-specimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v3-ActCode,2018-08-12,active,,v3.ActCode,v3 Code System ActCode," A code specifying the particular kind of Act that the Act-instance represents within its class.  Constraints:  The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc. Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure. Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","StructureDefinition/zw-lab-report-composition","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification,2014-03-26,active,"2.16.840.1.113883.1.11.10228",v3.ConfidentialityClassification,V3 Value SetConfidentialityClassification," Set of codes used to value Act.Confidentiality and Role.Confidentiality attribute in accordance with the definition for concept domain ""Confidentiality"".","StructureDefinition/zw-lab-report-composition","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,2014-03-26,active,"2.16.840.1.113883.1.11.17660",v3.ServiceDeliveryLocationRoleType,V3 Value SetServiceDeliveryLocationRoleType," A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/zw-lab-service-request,StructureDefinition/zw-facility","THO (V3)"
